"","mrca(East_Tsezic.prior)","mrca(Nambiquaran.prior)","mrca(Kartvelian.prior)","mrca(Nuclear_Maa.prior)","mrca(Chukotko-Kamchatkan.prior)","mrca(Rashad.prior)","mrca(Tarascan.prior)","mrca(Nyulnyulan.prior)","mrca(Tuu.prior)","mrca(Furan.prior)"
"1",1.12426264049718,2.44372402274247,3.03950011346832,0.523602281931338,3.13641422014244,4.51193903380605,3.35801405827022,1.54935016960587,1.11367522609463,3.48019765782024
"2",0.732797000968872,3.65343279242301,3.28668198052609,0.578798181172002,4.41254625147838,4.49774536565603,1.34902043306189,3.25251475708641,2.9672552621571,3.10674887293697
"3",1.30003762908511,1.60645838095848,3.66769487737229,0.558839759293696,2.88145068393787,2.56628369554746,0.812700963241121,4.11442158292905,2.08324398261342,0.643693676206045
"4",1.34298508609152,3.98668129934514,3.74872281416194,0.552281496387314,3.07920150433839,4.12584778464294,1.89394150304543,3.16637341447325,2.74863161189738,7.90426145632003
"5",0.576495227978584,1.992326244375,3.26707700991435,0.55446145412411,3.84986263870855,2.88675858562767,0.942178627373106,2.66344003533975,1.50359355914003,0.805004856782864
"6",0.773018733083627,3.49373881605865,2.54024595386341,0.566674156250036,4.02806327226176,1.90789922528574,2.97274701909262,1.54576614410326,2.37760055993395,3.84003989750039
"7",0.756142371505704,2.00529512996903,2.5454542172189,0.50558616137786,4.40919275384163,2.35523306291262,3.35815733380216,2.14067057331153,1.67464896519399,0.995027218237555
"8",1.01325192496288,2.57648742046619,3.34999405070488,0.506394161678829,4.75861854590614,2.08461622979664,0.911053259614482,2.79533726519148,0.870815045575139,0.970073557124762
"9",0.783789543441387,2.46508894352071,2.65803685290847,0.506151235153678,4.48075725334667,6.78225415228584,2.3355630692678,4.80593485288931,3.69059675495676,7.67087631337813
"10",1.04814579059232,3.66219778980489,2.32502609796513,0.576358085231113,3.41398639305005,1.71591438093204,5.84037870588529,2.81817204069486,1.47946485404429,0.720114562300571
"11",1.10974224201619,3.62268350650902,3.38358015858087,0.543974301163782,2.47225306115482,2.52266387485034,1.26251927718723,1.66019923192466,4.59727886026465,2.05387111296056
"12",0.530239055691098,1.87005073540994,4.08154840332678,0.57426806691325,4.13006552261425,4.31399697217832,4.23890785243549,2.169301646343,6.50896695126903,3.57656038819895
"13",0.930598396390521,3.5730533035285,2.99401636251832,0.539623338391278,3.12876437665818,0.925464753629461,1.12132952560167,0.710892489934268,2.54954686167066,1.73705710286477
"14",1.01768524648156,1.99595762122921,1.95847938832152,0.542705168806068,2.54014677978353,3.03432500691617,1.48354196644872,1.29752816080714,1.52985571478582,3.86876150641841
"15",0.579687982831868,3.23026369687314,2.90925101386845,0.578697849759597,3.03605798449948,3.15211903997383,2.06512718375391,1.08201788007807,1.50158847347292,1.07224226373002
"16",1.2465960404445,2.39028998643738,1.99686980398583,0.537880885201116,4.19824038337094,1.21986852956895,4.6190817209519,0.657973284847219,5.16986614827816,0.767040370121226
"17",1.09969531130561,3.44060618771835,3.00297103971562,0.51823584836494,2.9702701441845,1.70237676051222,4.45904355406521,1.82468656134865,3.39706662967428,0.650062055766966
"18",0.74149732064231,3.41663601752,2.18510671477778,0.518689157348438,3.25054407573991,0.707180435684786,3.49300904728023,5.65071360714413,2.28485583911301,1.41444817294705
"19",0.895479088140843,2.51943189003114,2.5048376564722,0.572145311130474,2.91364229711916,2.73352925203057,5.15450428122696,2.75415124367385,5.07699803038814,0.929013823601813
