"clade","normal_mean","normal_sd","lognormal_mean","lognormal_sd","lognormal_skew","KL_MC"
"clade_1",36.1022180431669,1.93458952186158,3.58491192680704,0.0537913768975525,0.161646919825612,0.00214961909820824
"clade_2",55.2610455721906,1.90825780631002,4.01147128857959,0.034568603387323,0.103778145806107,0.000893266936199346
"clade_3",63.126773200968,4.05623558095119,4.14314294192695,0.0628446679253906,0.188969247092554,0.00361267673773102
"clade_4",38.9745489755833,7.29250537322661,3.64375165754867,0.201374778197835,0.618720128998152,0.0325334431923262
"clade_5",54.4483452154615,4.40920567130096,3.99393332625902,0.081794937494011,0.246345812701037,0.00510018042236244
"clade_6",74.0713072607432,6.08276683121115,4.30177126207709,0.0801014874671328,0.241206872977335,0.00618490253080358
"clade_7",53.7030829305085,1.97326607960479,3.98279371326674,0.0368170195784545,0.110538454190467,0.00102049223020301
"clade_8",78.4759965480799,6.40119628746733,4.35957779859341,0.0795878811177091,0.239648768706996,0.0061716741179454
"clade_9",6.82596033424172,1.29425870253697,1.90162932277362,0.199566100585067,0.61289893813673,0.032758002061972
"clade_10",10.7275625027286,0.92191345182327,2.36908201339994,0.0867482565727461,0.261391640868343,0.00562695913093529
"clade_11",18.2430980876887,3.34566437222382,2.88728409488857,0.181443314363314,0.554964046247341,0.0327397467373576
"clade_12",34.8069800038201,1.46740047525089,3.54892711617793,0.0422448299478365,0.126866546476182,0.00135793445555234
"clade_13",61.3714869051595,6.52170973076737,4.1112672123645,0.106858358858596,0.322723084786706,0.0090637809333954
"clade_14",2.40545981255255,0.737280908534084,0.831460101500115,0.306967357050782,0.974088543135873,0.156775796142849
"clade_15",2.8870686304853,0.781277141399241,1.02440952272998,0.268805753104409,0.84171745480109,0.107685967056708
"clade_16",4.22028911330186,1.21037450140107,1.39971668065904,0.284866022031367,0.896809345920748,0.13079382022002
"clade_17",5.05016536640199,1.10185703352181,1.59638357271984,0.214271833091576,0.660448600756186,0.0564344630340725
"clade_18",6.13800592468261,1.26763012537736,1.79378807620116,0.203178172576841,0.6245317016232,0.046571770123071
"clade_19",9.68018750179017,1.91722260229125,2.25101055025386,0.19491725274429,0.597970227768922,0.0417133504417764
"clade_20",7.95908898248231,2.09538401347704,2.03923777174666,0.268241215797103,0.839796276423724,0.0920828818807607
"clade_21",11.9624068286043,2.15921334059001,2.46586165967223,0.178047864180693,0.544185382535021,0.0320329061688252
"clade_22",21.3892696622113,3.81371932394403,3.04717465377668,0.177509228132261,0.542477617575037,0.0296137842232807
"clade_23",30.0761387822965,4.8075968493263,3.39097781352504,0.160171881569916,0.487803310600419,0.0230151773462962
"clade_24",40.3735452588214,5.87669813593844,3.68756236281363,0.146147282435476,0.443965533662705,0.0182473285392018
"clade_25",13.4538981499255,3.99485420993279,2.55460212543249,0.303346284199245,0.961304909699101,0.134668306696286
"clade_26",22.5718042303543,5.22173731724888,3.08965269521547,0.234846984118598,0.72787003010851,0.059688987018688
"clade_27",25.7354430588043,5.23227985838015,3.22716523891838,0.204720723372164,0.629508595402618,0.0414000009109798
"clade_28",37.8090514224321,6.32949984696228,3.61847364631422,0.168592482941895,0.514288276571761,0.0248301669982309
"clade_29",44.2075255010949,5.65471960678907,3.78070526713189,0.128291865710537,0.388602481849395,0.0134339306811554
"clade_30",32.8314684011216,8.06430025873903,3.4598443467329,0.256004191373351,0.798397695727283,0.0696089517014335
"clade_31",62.2663475586543,6.89939326469343,4.12519676150899,0.112137950106214,0.338897722390728,0.00974204197524005
"clade_32",69.3403466593223,6.95700175804223,4.23389705641586,0.101914631249945,0.307606354730036,0.00758945561473784
"clade_33",83.8558997534305,5.66637499713302,4.42680264529003,0.0679274733802471,0.204332230431205,0.0035856146205506
"clade_34",90.9255882432378,6.43378866543677,4.50757675051634,0.0699920027480488,0.210577577829219,0.0040157300657155
